id	ot	alias	setcode	type	atk	def	level	race	attribute	category
20374520	3	0	0	131076	0	0	0	0	0	16
20394040	3	0	0	33	1550	1800	5	1	1	8192
20409757	3	0	152	16777249	1200	600	134742019	2	32	16777216
20426907	3	0	170	131076	0	0	0	0	0	2147483648
20436034	3	0	0	262146	0	0	0	0	0	73728
20438745	3	0	0	2081	1500	500	5	128	4	4194304
20450925	3	0	0	4129	200	300	1	4	16	0
20457551	3	0	0	262146	0	0	0	0	0	16785408
20470500	3	0	0	33	1800	400	4	262144	2	2166358018
20474741	3	0	0	33	1800	1200	4	1	16	262144
20513882	2	0	0	4	0	0	0	0	0	0
20522190	3	0	0	4	0	0	0	0	0	4
20529766	3	0	0	33	2400	1000	5	4096	16	2147508224
20541432	3	0	0	17	1050	1200	4	8	32	0
20546916	3	0	0	33	1600	2000	4	1024	1	1060864
20563387	3	0	4168	8388641	0	2000	5	8	32	16785412
20579538	3	0	10879120	33	100	100	1	1024	16	262152
20586572	3	0	0	33	1000	0	3	8192	1	2
20590784	3	0	0	4	0	0	0	0	0	262400
20624263	3	0	0	17	1700	1500	5	512	8	0
20630765	3	0	0	33	800	1900	3	2	16	67108868
20638610	3	0	0	4	0	0	0	0	0	1310724
20644748	3	0	0	131076	0	0	0	0	0	0
20663556	3	0	0	33	100	2000	1	64	2	17039872
20686759	3	0	38	262146	0	0	0	0	0	4194304
20700531	3	0	47	33	1500	1000	4	1	2	16777216
20721759	3	0	0	4	0	0	0	0	0	4194312
20721928	3	0	12296	17	1600	1400	4	1	16	0
20721929	3	20721928	12296	17	1600	1400	4	1	16	0
20727787	3	0	0	4	0	0	0	0	0	1
20758643	3	0	177	33	1000	1500	3	8	32	262144
20765952	3	0	0	131074	0	0	0	0	0	4194304
20773176	3	0	12845236	16777249	2000	1000	117899269	8192	4	262144
20781762	3	0	0	4	0	0	0	0	0	4194312
20785975	3	0	4168	8388641	2800	2400	5	4	2	4456452
20797524	3	0	0	33	300	300	3	32	1	262144
20802187	3	0	0	131074	0	0	0	0	0	1040
20822520	3	0	4206	2	0	0	0	0	0	512
20831168	3	0	0	17	1100	800	3	8192	8	0
20838380	3	0	0	33	200	1000	3	131072	2	1310720
20848593	3	0	0	17	1150	900	3	64	2	0
20849090	2	0	210	33	2800	1400	7	32	16	8650752
20855340	3	0	12366	33	200	200	1	524288	4	262144
20858318	3	0	26	4	0	0	0	0	0	131072
20871001	3	0	0	2	0	0	0	0	0	8388608
20932152	3	0	23	4129	700	1400	5	32	8	537133056
20939559	3	0	0	33	1400	200	4	8	32	131072
20951752	3	0	0	33	2800	1400	8	4	16	262147
20985997	3	0	0	4	0	0	0	0	0	71303170
21007444	3	0	0	4	0	0	0	0	0	4457472
21015833	3	0	0	33	1000	700	3	1	1	32768
21044178	3	0	0	8388641	1700	1400	4	262144	2	8192
21051146	3	0	197	33	1400	1700	4	2	4	67108866
21051977	3	0	0	33	200	400	1	1024	1	262144
21070956	3	0	0	4	0	0	0	0	0	8388608
21074344	3	0	0	33	300	500	2	4	16	2148532225
21088856	3	0	0	33	1200	1300	3	1	4	8396800
21105106	3	0	180	161	3600	3400	11	2	16	4
21113684	3	0	110	97	1400	2800	10	2	16	68165891
21143940	3	0	165	65538	0	0	0	0	0	268697600
21155323	3	0	0	2081	1500	500	4	256	1	8192
21159309	3	0	63	4129	0	0	1	8192	16	536870912
21175632	3	0	0	65	2800	2000	7	4	16	0
21179143	3	0	60	2	0	0	0	0	0	786432
21179144	3	0	60	16401	0	0	1	524288	1	0
21208154	3	0	0	33	-2	-2	10	8	32	8192
21219755	3	0	0	4	0	0	0	0	0	4194306
21223277	3	0	10948730	8388641	2000	2000	4	1	16	1
21237481	3	0	110	131076	0	0	0	0	0	4194304
21239280	3	0	0	17	400	300	1	16	32	0
21249921	3	0	41	8225	1900	1200	6	8192	8	1056768
21263083	3	0	0	17	1500	1200	4	16384	1	0
21296383	3	0	0	33	100	600	2	512	8	537133056
21297224	3	0	0	33	1800	500	4	4	16	8388608
21313376	3	0	72	8388641	2500	1500	5	16384	32	4194306
21323861	3	0	0	2	0	0	0	0	0	1048578
21340051	3	0	0	33	2000	500	4	32768	1	8192
21347810	3	0	0	33	400	500	2	1024	1	131072
21350571	3	0	27	4	0	0	0	0	0	1057024
21362970	3	0	0	33	1850	400	4	16384	1	262144
21390858	3	0	192	33	1850	1500	4	2	32	262656
21414674	3	0	0	33	600	2000	4	128	4	262144
21417692	3	0	0	33	2000	800	4	2	32	65536
21420702	3	0	185	131074	0	0	0	0	0	5242882
21435914	3	0	0	8225	4000	2000	10	8192	32	21012480
21452275	3	0	201	2097185	500	400	1	256	8	16777216
21454943	3	0	0	4129	1400	800	3	1048576	1	1056768
21466326	3	0	0	4	0	0	0	0	0	4194304
21481146	3	0	0	4	0	0	0	0	0	2
21488686	3	0	0	4	0	0	0	0	0	8388608
21495657	3	0	12845214	16777249	1500	0	16842755	8388608	1	0
21496848	3	0	58	161	2600	2100	6	64	2	520
21501505	3	0	0	8388641	2450	1950	4	256	32	0
21502796	3	0	56	2097185	200	100	2	16384	16	131
21507589	3	0	0	2	0	0	0	0	0	1049600
21516908	3	0	8214	8225	2000	1000	5	32	8	262144
21521304	3	0	8323144	8388641	3000	2500	6	1	16	8658948
21524779	3	0	0	33	1400	700	4	4096	16	3145728
21558682	3	0	0	131076	0	0	0	0	0	0
21565445	3	0	119	33	800	0	1	262144	2	262656
21593977	3	0	0	33	1600	1200	4	1	32	0
21597117	3	0	0	4	0	0	0	0	0	262144
21598948	3	0	0	131076	0	0	0	0	0	8192
21615956	3	0	44	4113	100	2000	1	8192	4	0
21620076	3	0	0	4129	400	200	2	16	32	537919488
21636650	3	0	0	4	0	0	0	0	0	262144
21648584	3	0	186	4	0	0	0	0	0	33554432
21672573	3	0	0	33	1300	2200	4	8	16	32
21698716	3	0	4148	33	1400	800	4	512	8	32
21702241	3	0	0	262146	0	0	0	0	0	4194304
21715135	3	0	84	2	0	0	0	0	0	262144
21767650	3	0	7667828	33	100	2000	4	131072	2	0
21768554	3	0	0	131076	0	0	0	0	0	67112960
21770260	3	0	0	131074	0	0	0	0	0	786432
21770261	3	0	0	16401	500	500	1	64	2	0
21785144	3	0	56	33	2000	1600	6	8192	16	8320
21790410	3	0	86	33	1600	1200	3	2048	32	512
21817254	3	0	0	17	750	600	2	4096	8	0
21831848	3	0	84	2	0	0	0	0	0	256
21840375	3	0	4206	4	0	0	0	0	0	32
21843307	3	0	0	131076	0	0	0	1	16	262144
21844576	3	0	12296	17	1000	1000	3	1	8	0
21844577	3	21844576	12296	17	1000	1000	3	1	8	0
21879581	3	0	0	4	0	0	0	0	0	0
21887179	3	0	0	33	1700	1200	4	1	32	1048578
21888494	3	0	0	2	0	0	0	0	0	262144
21900719	3	0	0	262146	0	0	0	0	0	40960
21908319	3	0	0	4	0	0	0	0	0	4194304
21924381	3	0	111	4	0	0	0	0	0	16785408
21947653	3	0	24584	97	2400	1500	6	8	16	2
21954587	3	0	7667828	33	2400	1900	7	262144	2	295424
21970285	3	0	0	16777233	2300	1000	50528262	1	32	8192
21977828	3	0	86	33	0	2600	6	2048	32	262144
22009013	3	0	4106	33	2400	0	6	8	32	16
22020907	3	0	0	4	0	0	0	0	0	262144
22026707	3	0	0	17	600	500	2	2	32	0
22046459	3	0	0	262146	0	0	0	0	0	8192
22047978	3	0	0	4	0	0	0	0	0	2
22056710	3	0	142	33	3000	2100	8	16	32	1310720
22061412	3	0	12296	97	2600	2100	8	1	16	2098176
22076135	3	0	7667828	33	1700	1100	4	131072	2	2098192
22082163	3	0	4	131076	0	0	0	0	0	262144
22091345	3	0	159	33	900	900	2	512	8	16384
22093873	3	0	40968	97	2700	1900	8	1	8	16843008
22110647	3	0	4123	8388641	2600	2200	7	32	8	17563651
22110648	3	31533705	4123	16401	0	0	3	32	8	0
22123627	3	0	0	2	0	0	0	0	0	288
22134079	3	0	46	33	1700	0	4	2	32	1056
22147147	3	0	0	262146	0	0	0	0	0	1
22160245	3	0	24584	97	2100	1200	6	8	4	4210688
22171591	3	0	0	33	100	100	1	1048576	1	1049088
22174866	3	0	201	33	1400	1000	3	1024	1	8208
22200403	3	0	0	33	1300	1400	4	1048576	8	73986
22201234	3	0	56	131076	0	0	0	0	0	65544
22205600	3	0	0	4	0	0	0	0	0	1
22227683	1	0	171	33	500	500	4	32	1	262152
22318971	3	0	0	4129	0	1000	2	16384	16	262144
22339232	3	0	0	33	300	200	1	16	32	263168
22346472	3	0	0	2	0	0	0	0	0	8192
22359980	3	0	0	131076	0	0	0	0	0	8192
22371016	3	0	1	33	1200	800	3	32	32	4
22377815	3	0	0	2081	1500	500	4	64	2	64
22382087	3	0	0	33	800	1000	3	512	8	262144
22386234	3	0	0	33	1500	1000	4	4	16	2
22404675	3	0	0	33	800	1000	2	4096	16	262144
22404676	3	0	0	16401	800	1000	1	4096	16	0
22419772	3	0	82	33	1000	1000	3	4	8	32
22431243	3	0	0	2	0	0	0	0	0	1310720
22446869	3	0	7667828	33	1700	2400	7	64	2	262656
22479888	3	0	0	4	0	0	0	0	0	4194306
22493811	3	0	0	2	0	0	0	0	0	786432
22493812	3	0	0	16401	500	1200	4	2048	1	0
22499463	3	0	80	17	100	2000	4	524288	1	0
22512237	3	0	0	33	2800	1500	7	32	1	0
22512406	3	0	43	33	1200	1800	4	1	8	131088
22530212	3	0	0	33	800	1600	4	2	32	4194368
22537443	3	0	0	65538	0	0	0	0	0	8388608
22539270	3	0	36	131074	0	0	0	0	0	262144
22567609	3	0	120	33	1000	100	2	16384	1	8650752
22587018	3	0	0	33	1600	1000	4	65536	2	262144
22589918	3	0	0	65538	0	0	0	0	0	288
22609617	3	0	0	33	1300	800	3	1	32	36864
22610082	3	0	0	2	0	0	0	0	0	4128
22617205	3	0	12849308	16777249	1900	0	117899268	8	16	3
22624373	3	0	56	33	1700	200	4	2	16	2049
22628574	3	0	0	4	0	0	0	0	0	8
22638495	3	0	199	97	2000	2950	8	8192	2	17039361
22653490	3	0	0	8388641	1900	1600	4	4096	8	32
22657402	3	0	0	33	1000	0	4	16	32	262144
22666164	3	0	0	33	1000	600	4	32	1	262144
22702055	3	0	0	524290	0	0	0	0	0	8192
22747316	3	0	0	1048580	0	0	0	0	0	2147484689
22751868	3	0	17	524290	0	0	0	0	0	265216
22754505	3	0	0	33	1100	0	3	256	1	262144
22765132	3	0	159	4	0	0	0	0	0	512
22790789	3	0	21	33	2100	1000	5	32	2	83888130
22796548	3	0	69	131074	0	0	0	0	0	256
22804644	3	0	0	97	1900	1500	4	8192	32	2
22812068	3	0	43	33	1600	1200	5	1	1	262144
22835145	3	0	51	4129	1300	0	2	512	32	262144
22837504	3	0	55	4129	1700	300	4	512	8	16
22842126	1	0	190	2	0	0	0	0	0	768
22842214	3	0	0	33	1300	1000	5	32768	2	17833984
22855882	3	0	0	17	1400	800	4	1	32	0
22858242	3	0	0	8225	2500	1800	7	16384	1	65544
22869904	3	0	0	4	0	0	0	0	0	2
22873798	3	0	0	33	1000	300	3	16384	1	262144
22888900	3	0	0	4	0	0	0	0	0	2147549184
22900598	3	0	142	4	0	0	0	0	0	262144
22910685	3	0	0	17	500	1600	3	1024	1	0
22923081	3	0	0	33	1600	1000	6	2	32	67117057
22959079	3	0	62	2	0	0	0	0	0	4
22991179	3	0	0	131074	0	0	0	0	0	0
22993208	3	0	129	2	0	0	0	0	0	262656
22996376	3	0	0	33	2700	1500	7	16384	1	9232
23008320	3	0	87	2	0	0	0	0	0	512
23015896	3	0	129	33	2700	1700	8	512	4	262658
23032273	3	0	0	17	900	600	3	8	32	0
23051413	3	0	42	33	2200	1500	6	2048	1	262144
23064604	1	0	0	33	2800	1000	8	16	32	1056
23087070	3	0	0	33	1600	1000	4	1024	1	0
23093604	3	0	4109	4129	100	0	2	1	1	20971520
23115241	3	0	4109	17	1800	1100	4	1	1	0
23116808	3	0	0	33	2200	1900	6	16	4	794626
23116809	3	0	0	16401	100	100	1	128	4	0
23118924	3	0	0	33	1500	1200	4	8	32	2149613568
23122036	3	0	0	4	0	0	0	0	0	16777216
23166823	3	0	12849333	16777249	1500	1000	117899267	1048576	8	0
23168060	3	0	0	33	1000	500	2	1	1	0
23171610	3	0	0	65538	0	0	0	0	0	8194
23187256	1	0	8323144	8388641	2500	2000	12	1	16	17039360
23204029	3	0	12296	97	3000	2600	9	1	32	2149580800
23205979	3	0	0	33	300	200	3	16	32	16777282
23212990	3	0	0	4	0	0	0	0	0	67108882
23232295	3	0	132	8388641	2200	2000	4	1	4	16785408
23234094	3	0	24654	33	100	2400	6	65536	4	3407872
23265313	3	0	0	2	0	0	0	0	0	0
23265594	3	0	0	1057	500	500	3	32	32	17833984
23269426	3	0	0	2	0	0	0	0	0	262144
23274061	3	0	14	33	700	100	3	4096	16	2147516416
23282832	3	0	0	4	0	0	0	0	0	262144
23289281	3	0	0	33	1000	1000	3	1	1	8192
23296404	3	0	200	33	2600	1800	7	1	4	262192
23297235	3	0	44	33	1900	200	4	16384	4	262144
23299957	3	0	4118	2	0	0	0	0	0	285474816
23303072	3	0	0	33	-2	0	8	8192	1	270336
23309606	3	0	0	33	2800	1800	6	8	4	8192
23323812	3	0	0	4	0	0	0	0	0	8388610
23327298	3	0	0	4	0	0	0	0	0	1024
23379054	3	0	0	4129	500	0	2	16	32	262144
23401839	3	0	0	33	1400	1000	4	4	16	512
23408872	3	0	0	33	100	2000	1	64	2	262144
23421244	3	0	0	33	1000	1600	4	16	32	16777216
23424603	3	0	0	524290	0	0	0	0	0	8192
23434538	3	0	0	33	500	200	2	2048	1	256
23440062	3	0	0	131076	0	0	0	0	0	2147745792
23440231	3	0	187	33	2900	2900	9	8	4	2147483653
23454876	3	0	4211	8388641	2500	1900	5	4	32	4194560
23471572	3	0	0	4	0	0	0	0	0	0
23516703	3	0	0	131076	0	0	0	0	0	0
23535429	3	0	82	33	0	1500	4	1	1	8192
23536866	3	0	0	33	1000	1900	5	131072	2	1074003968
23557835	3	0	70	2	0	0	0	0	0	262144
23558733	3	0	0	33	2200	0	8	1024	4	4456454
23562407	3	0	8314	262146	0	0	0	0	0	8396800
23571046	3	0	0	33	800	800	2	32	1	262148
23581825	1	0	149	2	0	0	0	0	0	262144
23587624	3	0	0	2	0	0	0	0	0	33816576
23603403	3	0	186	8388641	3000	2000	8	512	32	8193
23615409	3	0	0	131074	0	0	0	0	0	1114112
23626223	3	0	0	131076	0	2500	7	256	1	33816579
23635815	3	0	0	17	1750	0	3	1024	1	0
23639291	3	0	0	4	0	0	0	0	0	262144
23649496	3	0	72	8388641	2200	2200	4	1048576	16	522
23659124	3	0	0	17	2000	1700	6	262144	2	0
23681456	3	0	113	4	0	0	0	0	0	262144
23689697	3	0	0	33	2800	1000	8	64	2	9
23693634	3	0	0	8225	2800	1000	8	1	32	1318912
23701465	3	0	0	2	0	0	0	0	0	1024
23740893	3	0	179	33	0	0	1	32768	8	67108864
23756165	3	0	65	33	1000	1000	5	2	32	266240
23770284	3	0	0	33	2400	1000	6	8192	8	16801792
23771716	3	0	0	17	1800	800	4	131072	2	0
23776077	3	0	4221	8388641	2500	1800	6	128	4	50339844
23782705	3	0	54	33	1800	800	4	32	1	65536
23842445	3	0	0	262146	0	0	0	0	0	4194304
23846921	3	0	5	33	3100	3100	8	4	16	134218752
23851033	3	0	153	161	2800	2500	7	8192	1	16
23857661	3	0	136	33	200	2100	4	16384	16	0
23869735	3	0	0	131076	0	0	0	0	0	1310720
23874409	3	0	17	8225	2600	1900	7	32	1	264192
23893227	3	0	4243	33	400	1500	2	32	16	262656
23899727	3	0	7667828	33	1500	1200	3	64	2	262144
23915499	3	0	0	33	1400	1600	3	8	32	262144
23927545	3	0	34	33	1700	1200	4	65536	4	8192
23927567	3	0	0	2097185	300	500	2	512	8	512
23950192	3	0	47	4129	1300	0	2	64	2	65536
23965037	3	0	0	130	0	0	0	0	0	262144
23979249	3	0	136	33	1600	1900	4	32768	16	262400
23995346	3	0	221	65	4500	3800	12	8192	16	0
23995347	3	23995346	0	65	4500	3800	12	8192	16	0
23998625	3	0	72	8388641	100	100	5	8	32	17047552
24019092	3	0	200	16777233	1400	1900	33685508	1	4	1536
24019261	3	0	0	2	0	0	0	0	0	262144
24025620	3	0	0	33	700	1600	4	1	1	8192
24040093	3	0	53	33	1700	1000	4	8	16	512
24062258	3	0	0	33	1800	0	4	2	32	262144
24068492	3	0	0	4	0	0	0	0	0	4194304
24082387	3	0	0	4	0	0	0	0	0	4456456
24094653	3	0	70	2	0	0	0	0	0	268697608
24094654	3	24094653	0	2	0	0	0	0	0	268697608
24096228	3	0	0	2	0	0	0	0	0	0
24096499	3	0	0	4129	400	900	2	16384	1	0
24101897	3	0	141	33	400	900	2	2	32	2048
24103628	3	0	0	33	600	700	3	2	32	262144
24104865	3	0	12	33	2300	1500	6	524288	32	262144
24128274	3	0	0	33	1600	1800	5	1	2	33554432
24131534	3	0	200	16777233	0	2000	117899267	1	4	1536
24137081	3	0	0	33	300	0	3	64	2	139264
24140059	3	0	0	2097185	500	300	2	16384	32	512
24150026	3	0	17	33	2100	1100	4	32	1	2048
24184846	3	0	132	33	100	1400	3	1	4	4
24194033	3	0	0	17	900	800	3	64	2	0
24218047	3	0	0	33	1400	1100	3	8388608	4	1310720
24221739	3	0	0	33	1100	1900	4	8	1	0
24221808	3	0	69	8225	3300	3000	9	1048576	32	1310724
24268052	3	0	0	4	0	0	0	0	0	256
24285858	3	0	0	2	0	0	0	0	0	1280
24291651	3	0	0	33	0	1800	4	1	16	2048
24294108	3	0	0	131074	0	0	0	0	0	4194305
24311372	3	0	0	17	2600	1900	7	8	32	0
24311595	3	0	22	33	1600	1800	6	32	4	16
24317029	3	0	46	2097185	1200	2000	4	2	32	262144
24326617	3	0	0	33	800	1000	4	64	2	262144
24348204	3	0	0	17	700	700	2	2	32	0
24348804	3	0	0	131076	0	0	0	0	0	2147485696
24362891	3	0	0	4	0	0	0	0	0	1310720
24384095	3	0	0	33	1200	900	3	512	8	1536
24419823	3	0	0	33	1500	1500	4	32	1	1024
24425055	3	0	0	4	0	0	0	0	0	0
24432029	3	0	2	33	1600	1300	4	2	8	512
24433920	3	0	0	17	1750	2000	6	32	32	0
24433921	3	24433920	0	17	1750	2000	6	32	32	0
24435369	3	0	0	33	1500	700	4	64	2	32768
24449083	3	0	0	131074	0	0	0	0	0	262144
24508238	3	0	0	33	100	100	1	512	32	12
24530661	3	0	0	17	1750	1000	4	16	1	0
24545464	3	0	23	4	0	0	0	0	0	2
24566654	3	0	0	1048580	0	0	0	0	0	4227072
24573625	3	0	171	16777249	500	500	16842760	32	1	40960
24610207	3	0	0	33	1600	1000	4	2	1	1073742080
24611934	3	0	0	17	1600	1200	4	8	32	0
24621460	3	0	17	4129	0	1900	3	32	1	2048
24623598	3	0	0	4	0	0	0	0	0	4
24643836	3	0	15	2	0	0	0	0	0	512
24644634	3	0	42	33	1800	1400	4	1024	1	262154
24658418	3	0	123	33	2000	0	8	65536	16	262144
24661486	3	0	0	33	1600	1200	4	64	2	67117056
24668830	3	0	0	262146	0	0	0	0	0	8192
24673894	3	0	0	4	0	0	0	0	0	12584960
24694698	3	0	42	33	1200	700	3	1024	1	1288
24696097	3	0	0	8225	3300	2500	10	8192	8	2147844099
24701235	3	0	0	545	800	1800	4	4	16	272
24707869	3	0	0	4	0	0	0	0	0	1048832
24725825	3	0	62	33	1000	1000	3	4096	16	4096
24731453	3	0	0	33	2500	3000	10	32	1	4456449
24838456	3	0	0	1048580	0	0	0	0	0	2147483651
24845628	3	0	128	262146	0	0	0	0	0	512
24857466	3	0	0	33	2800	2500	8	8192	32	2151940099
24861088	3	0	112	33	1800	1500	4	32	16	262656
24874630	3	0	0	2	0	0	0	0	0	262144
24874631	3	0	0	16401	0	0	1	8	32	0
24903843	2	0	212	4	1200	0	2	64	2	0
24919805	3	0	0	33	1800	1000	4	32	1	4194816
24920410	3	0	0	4	0	0	0	0	0	8208
24943456	3	0	39	8225	2300	1000	5	1	1	16640
24996659	3	0	14	4129	600	100	3	4096	16	16777216
25005816	3	0	0	4	0	0	0	0	0	8192
25034083	3	0	22	33	300	500	2	32	8	65536
25050038	3	0	0	4	0	0	0	0	0	8388656
25067275	3	0	0	65538	0	0	0	0	0	1024
25090294	3	0	0	2	0	0	0	0	0	262144
25109950	3	0	0	33	800	1300	3	1	2	8192
25119460	3	0	0	97	2100	2200	6	32	16	262146
25123082	3	0	4206	2	0	0	0	0	0	1057280
25132288	3	0	0	8225	2600	2100	8	8192	16	2105344
25148255	3	0	67	4129	0	0	2	1	1	537133056
25163248	3	0	112	33	1500	700	3	32	1	0
25165047	3	0	0	12321	2900	2400	8	8192	1	29360132
25171661	3	0	11	33	800	500	2	1	32	16384
25173686	3	0	0	4	0	0	0	0	0	1
25206027	3	0	0	33	2200	1100	5	8192	32	262144
25231813	3	0	0	262146	0	0	0	0	0	17825792
25236056	3	0	0	33	2400	1200	4	8192	32	0
25244515	3	0	179	33	1000	0	4	32768	8	1056768
25247218	3	0	0	33	2100	0	5	256	1	0
25259669	3	0	172	33	1400	0	4	1	1	264192
25262697	3	0	46	33	1500	1500	4	2	32	2048
25280974	3	0	0	33	1300	1500	4	2	32	1536
25290459	3	0	0	2	0	0	0	0	0	262144
25341652	3	0	109	8388641	1800	2300	4	8	32	16779264
25343017	3	0	0	33	0	2100	3	1048576	1	264196
25343280	3	0	0	33	2500	2000	6	16	16	1310720
25345186	3	0	0	2	0	0	0	0	0	2
25366484	3	0	12296	97	2500	2100	8	1	16	4202496
25373678	3	0	0	8225	2100	700	5	512	8	1310720
25377819	3	0	105	2	0	0	0	0	0	512
25401880	3	0	0	2	0	0	0	0	0	1049616
25407406	3	0	25	262146	0	0	0	0	0	9216
25407643	3	0	0	131074	0	0	0	0	0	65536
25435080	3	0	51	4	0	0	0	0	0	536879104
25460258	3	0	0	33	2400	1200	5	8192	32	3407884
25484449	3	0	88	33	1500	1300	4	131072	2	262144
25518020	3	0	0	131074	0	0	0	0	0	1318912
25524823	3	0	46	33	2000	1500	10	2	32	8194
25531465	3	0	0	33	600	500	2	2	16	1048608
25542642	3	0	219	131076	0	0	0	0	0	2147811328
25551951	3	0	0	33	2300	1200	6	32	32	134217731
25573054	3	0	0	65538	0	0	0	0	0	262144
25578802	3	0	0	131074	0	0	0	0	0	262144
25642998	3	0	0	4	0	0	0	0	0	5308416
25652259	3	0	0	17	1500	1600	4	1	16	0
25652655	3	0	23	4129	0	0	1	32	32	536872960
25654671	3	0	42	33	2100	400	4	2048	1	65536
25655502	3	0	0	65	2300	2000	7	8	32	0
25682811	3	0	41	8225	2000	1200	8	8192	8	8192
25700114	3	0	128	4	0	0	0	0	0	512
25704359	3	0	0	131076	0	0	0	0	0	17047552
25716180	3	0	88	33	800	500	2	16384	1	16
25727454	3	0	0	33	200	200	2	128	4	8192
25769732	3	0	0	262146	0	0	0	0	0	8192
25771826	3	0	1	33	1600	400	4	32	32	8192
25773409	3	0	0	33	1300	1800	3	256	1	32
25774450	3	0	0	2	0	0	0	0	0	4098
25788011	3	0	0	33	800	800	3	1048576	8	0
25789292	3	0	0	65538	0	0	0	0	0	2147491840
25795273	3	0	0	4129	1600	1000	3	8388608	8	0
25796442	3	0	0	131074	0	0	0	0	0	16777216
25811989	3	0	187	33	2200	0	5	8	4	16777228
25824484	3	0	144	33	2700	1800	8	1024	4	256
25833572	3	0	82	33	3750	3400	11	1	32	262144
25847467	3	0	6	33	300	500	2	8	32	2
25853045	1	0	0	8388641	2100	600	4	32768	2	16785409
25857246	3	0	180	161	2900	1700	8	2	2	16777219
25862681	3	0	0	8225	2100	3000	7	8192	16	8650753
25866285	3	0	42	4129	200	500	3	2048	1	65536
25880422	3	0	0	2	0	0	0	0	0	2048
25882881	3	0	0	17	900	1200	3	16	32	0
25920413	3	0	12	33	1600	1800	4	524288	8	67379200
25924653	3	0	25	33	1700	300	4	32768	1	262176
25935625	3	0	158	4129	0	2000	2	8388608	32	0
25955164	3	0	0	33	2600	2200	7	4096	16	8192
25958491	3	0	0	8225	2100	2000	7	4	16	270336
25988873	3	0	41	4129	1200	800	2	8192	8	262144
26016357	3	0	113	33	800	2000	4	2	1	1072
26022485	3	0	0	131076	0	0	0	0	0	0
26034577	3	0	187	33	0	2000	2	8	4	36
26046205	3	0	0	33	400	800	2	1	32	256
26057276	3	0	156	33	700	1900	4	1	16	1032
26082117	3	0	84	33	1500	1000	4	2	32	0
26082229	3	0	101	33	1300	1200	3	128	4	33554432
26084285	3	0	46	33	1000	1000	4	2	32	2147483651
26099457	3	0	0	2	0	0	0	0	0	0
26120084	3	0	0	65538	0	0	0	0	0	16
26157485	3	0	37	33	1100	0	2	1	1	4194304
26185991	3	0	0	33	1000	1200	4	2048	1	262144
26202165	3	0	0	33	1000	600	3	8	32	512
26205777	3	0	0	33	2400	1000	6	128	4	4194368
26211048	3	0	86	8388641	800	800	5	2048	32	8192
26254876	3	0	0	2081	1800	1400	4	262144	2	16384
26257572	3	0	0	131074	0	0	0	0	0	2147549184
26268488	1	0	163	8225	4000	4000	12	8192	16	2164523011
26270847	3	0	159	16777249	1800	700	84213764	16384	32	8192
26285788	3	0	0	2	0	0	0	0	0	1283
26293219	3	0	0	33	1000	800	3	16	4	4194312
26302522	3	0	0	33	1400	1400	4	32	32	4194306
26304459	3	0	44	8225	2500	200	7	128	4	8196
26329679	3	0	83	8388641	2400	500	4	32768	16	33554432
26345570	3	0	112	131074	0	0	0	0	0	8192
26376390	3	0	0	33	0	0	1	2	16	8192
26378150	3	0	0	17	1800	1600	5	32768	1	0
26381750	3	0	0	4129	100	0	1	512	4	262144
26400609	3	0	0	33	2600	2000	7	8192	2	262664
26412047	3	0	0	2	0	0	0	0	0	2
26439287	3	0	4243	33	1100	600	3	32	16	0
26493435	3	0	0	524290	0	0	0	0	0	67379200
26495087	3	0	142	33	1550	1550	4	16	32	8
26509612	3	0	0	4	0	0	0	0	0	0
26533075	3	0	0	4	0	0	0	0	0	2050
26563200	3	0	109	8388641	1500	1000	3	8	8	8192
26566878	3	0	0	17	900	200	2	2048	1	0
26570480	3	0	113	33	800	1500	3	16384	1	2147485728
26586849	3	0	0	131076	0	0	0	0	0	0
26593852	3	0	1	8225	2200	1200	5	32	32	2097154
26640671	3	0	0	131074	0	0	0	0	0	1048576
26647858	3	0	0	4	0	0	0	0	0	1056768
26669055	3	0	0	33	1400	1000	4	2	16	0
26674724	3	0	180	161	2300	1400	6	1	2	528
26701483	3	0	0	33	400	400	3	2	1	4
26704411	3	0	53	33	1700	1500	4	16384	16	264
26708437	3	0	115	4	0	0	0	0	0	1074003968
26722601	3	0	4106	33	1500	1900	4	8	32	0
26725158	3	0	0	2	0	0	0	0	0	1048578
26732909	3	0	110	33	1600	800	3	2	1	3146240
26775203	3	0	51	33	0	1600	3	512	32	270336
26822796	3	0	190	4	0	0	0	0	0	33554432
26834022	3	0	0	1048580	0	0	0	0	0	2147483681
26842483	3	0	0	33	1700	1000	4	1	1	2147745792
26864586	3	0	0	2	0	0	0	0	0	3145728
26885836	3	0	4207	33	2100	1300	6	1	1	8192
26902560	3	0	70	2	0	0	0	0	0	512
26905245	3	0	0	131076	0	3000	10	64	2	262144
26920296	3	0	0	524290	0	0	0	0	0	1879048450
26931058	3	0	0	4	0	0	0	0	0	262144
26932788	3	0	0	129	2450	2550	8	2048	1	0
26949946	3	0	4123	8225	2700	2000	9	32	8	0
26956670	3	0	0	131076	0	0	0	0	0	1310720
26976414	3	0	119	17	1400	0	2	262144	2	0
26993374	3	0	4109	33	1600	1000	4	32768	1	32
27004302	3	0	71	33	1700	500	4	256	1	512
27053506	3	0	0	4	0	0	0	0	0	4194304
