id	name	desc	str1	str2	str3	str4	str5	str6	str7	str8	str9	str10	str11	str12	str13	str14	str15	str16
22624373	Lyla, Lightsworn Sorceress	You can target 1 Spell/Trap Card your opponent controls; this card's battle position cannot be changed until the end of your next turn, also change this card you control from face-up Attack Position to face-up Defense Position, and if you do, destroy that target. During each of your End Phases: Send the top 3 cards of your Deck to the Graveyard.	Destroy 1 Spell/Trap Card your opponent controls	"Send the top 3 cards of your Deck to the Graveyard.
"														
22628574	Fake Feather	"Send 1 ""Blackwing"" monster from your hand to the Graveyard and select 1 Normal Trap Card in your opponent's Graveyard. The effect of this card will be the same as the selected Normal Trap Card."	Please select 1 Normal Trap Card															
22638495	Dinoster Powerful, the Strong Dracoslayer	"1 ""Dracoslayer"" Pendulum Monster + 1 Pendulum Monster
Must first be Special Summoned (from your Extra Deck) by Tributing the above cards you control. (You do not use ""Polymerization"".) Pendulum Monsters you control and cards in your Pendulum Zones cannot be destroyed by battle or an opponent's card effects. Once per turn: You can Special Summon 1 ""Dracoslayer"" Pendulum Monster from your hand or Graveyard, but it cannot be used as a Fusion Material for a Summon."																
22653490	Lightning Chidori	"2 Level 4 WIND monsters
When this card is Xyz Summoned: Target 1 Set card your opponent controls; return that target to the bottom of the Deck. Once per turn: You can detach 1 Xyz Material from this card to target 1 face-up card your opponent controls; return that target to the top of the Deck."	Return to bottom of Deck	Return to top of Deck														
22657402	Isolde, Belle of the Underworld	"If you control a ""Tristan, Knight of the Underworld"", you can Special Summon this card (from your hand). Cannot be Special Summoned by other ways. You can target up to 2 Zombie-Type monsters you control and declare a Level from 5 to 8; they become that Level until the end of this turn, also you cannot Special Summon monsters for the rest of this turn, except Zombie-Type monsters. You can only use this effect of ""Isolde, Belle of the Underworld"" once per turn."																
22666164	Commander Covington	"You can send one face-up ""Machina Soldier"", ""Machina Sniper"", and ""Machina Defender"" you control to the Graveyard to Special Summon 1 ""Machina Force"" from your hand or your Deck."	Special Summon															
22702055	Umi	Increase the ATK and DEF of all Fish, Sea Serpent, Thunder and Aqua-Type monsters by 200 points. Decrease the ATK and DEF of all Machine and Pyro-Type monsters by 200 points.																
22747316	Retort	When your opponent activates a Spell/Trap Card with the same name as one in your Graveyard: Negate the activation, and if you do, destroy that card. Then, you can add 1 card with that name from your Graveyard to your hand.	Add 1 card from your Graveyard with the same name as the destroyed card to your hand?															
22751868	Karakuri Showdown Castle	"When a face-up ""Karakuri"" monster you control selects an opponent's face-up monster as an attack target, you can change the target's battle position. When this face-up card on the field is destroyed and sent to the Graveyard, you can select 1 Level 4 or higher ""Karakuri"" monster in your Graveyard, and Special Summon it."	Change battle position	Special Summon														
22754505	Small Piece Golem	"When this card is Summoned, if you control a ""Big Piece Golem"", you can Special Summon 1 ""Medium Piece Golem"" from your Deck. That monster's effect is negated while it is face-up on the field."	Special Summon															
22765132	Performapal Call	"When an opponent's monster declares a direct attack: Target that attacking monster; negate the attack, and if you do, add up to 2 ""Performapal"" monsters from your Deck to your hand, whose total DEF is less than or equal to the ATK of the targeted monster. Until the end of your next turn after this card is activated, you cannot Special Summon monsters from the Extra Deck."	" Add another ""Performapal"" monster?"	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
22790789	B.E.S. Crystal Core	When this card is Normal Summoned, put 3 counters on it. This card cannot be destroyed by battle. If this card attacks or is attacked, remove 1 counter from this card at the end of the Damage Step. If you cannot, destroy it. Once per turn, during your Main Phase, you can change 1 face-up Attack Position monster your opponent controls to face-up Defense Position.																
22796548	Archfiend's Oath	Once per turn: You can pay 500 Life Points, then declare 1 card name; excavate the top card of your Deck, and if it is the declared card, add it to your hand. Otherwise, send it to the Graveyard.	Declare 1 card name															
22804644	Doom Virus Dragon	"Must be Special Summoned with ""The Fang of Critias"", using ""Crush Card Virus"", and cannot be Special Summoned by other ways. If this card is Special Summoned: Check your opponent's hand, all monsters they control, and all cards they draw until the end of their 3rd turn after this effect's activation, and destroy all those monsters with 1500 or more ATK."																
22812068	Earth Armor Ninja	If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand).																
22835145	Blackwing - Blizzard the Far North	"This card cannot be Special Summoned. When this card is Normal Summoned, you can Special Summon 1 Level 4 or lower ""Blackwing"" monster from your Graveyard in face-up Defense Position."	Special Summon															
22837504	Mist Valley Soldier	While you control this face-up card, any opponent's monster that battles this card, but is not destroyed by battle, returns to its owner's hand at the end of the Damage Step.	Return to hand															
22842126	Pandeity Monarchs	"Send 1 ""Monarch"" Spell/Trap Card from your hand to the Graveyard; draw 2 cards. You can banish this card from your Graveyard; reveal 3 ""Monarch"" Spell/Trap cards from your Deck, have your opponent add 1 of them to your hand, also shuffle the rest back into your Deck. You can only use this effect of ""Pandeity Monarchs"" once per turn."																
22842214	Sea Lancer	You can target any number of your banished Fish, Sea Serpent, and Aqua-Type monsters; equip them to this card. This effect can only be used once while this card is face-up on the field. If this face-up card on the field would be destroyed, you can destroy 1 of those cards, instead. This card gains 1000 ATK while equipped with a monster(s) by this effect.	Equip monster	"Activate ""Sea Lancer"" effect to avoid destruction?"														
22855882	Fiend Sword	Whoever resists the curse of this blade will gain untold power.																
22858242	Zeman the Ape King	"1 DARK Tuner + 1 non-Tuner Beast-Type monster
If this card attacks, your opponent cannot activate any Spell or Trap Cards until the end of the Damage Step. When an opponent's monster declares an attack, you can select that monster and send 1 monster from your hand or your side of the field to the Graveyard to negate the attack."	Negate attack															
22869904	That Wacky Alchemy!	If a face-up Spell Card(s) in your opponent's Spell & Trap Card Zones is sent to the Graveyard: You can Target 1 face-up monster on the field; destroy that target.																
22873798	Hyena	"When this card is sent to the Graveyard by battle, you can Special Summon any ""Hyena""(s) from your Deck. Then shuffle your Deck."	Special Summon															
22888900	Grisaille Prison	If you control a face-up monster that was Tribute, Ritual or Fusion Summoned: Until the end of your opponent's next turn, neither player can Synchro or Xyz Summon, Synchro and Xyz Monsters cannot attack, also their effects are negated.																
22900598	Vampire Takeover	"If you have no card in your Field Card Zone and all face-up monsters you control (min. 1) are Zombie-Type: Activate 1 ""Vampire Kingdom"" directly from your Deck, then, you can Special Summon 1 DARK ""Vampire"" monster from your Graveyard in face-up Defense Position. You can only activate 1 ""Vampire Takeover"" per turn."	"Special Summon 1 ""Vampire"" monster from your Graveyard in face-up Defense Position?"															
22910685	Green Phantom King	This youthful king of the Forests lives in a green world, abundant with trees and wildlife.																
22923081	Breaker the Dark Magical Warrior	"When this card is Normal Summoned: Place 2 Spell Counters on it. When this card is Pendulum Summoned: Place 3 Spell Counters on it. This card gains 400 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card, then target 1 Spell/Trap Card on the field; destroy that target. You can only use this effect of ""Breaker the Dark Magical Warrior"" once per turn."																
22959079	Dimensionhole	Select 1 monster on your side of the field and remove it from play until your next Standby Phase. While the monster is removed from play, the Monster Card Zone of the selected monster cannot be used.																
22991179	Insect Neglect	When your opponent's monster declares an attack, you can remove from play 1 Insect-Type monster from your Graveyard to negate the attack.	Negate attack															
22993208	Onslaught of the Fire Kings	"If your opponent controls a monster and you control no monsters: Special Summon 1 FIRE Beast, Beast-Warrior, or Winged Beast-Type monster from your Deck. Its effects are negated and it is destroyed during the End Phase. You can only activate 1 ""Onslaught of the Fire Kings"" per turn."																
22996376	Behemoth the King of All Animals	This card can be Normal Summoned or Set with 1 Tribute. In that case, the original ATK of this card becomes 2000. When this card is Tribute Summoned, you can return from your Graveyard to the owner's hand a number of Beast-Type monsters equal to the number of Tributed monsters.	Normal Summon with 1 Tribute															
23008320	Resonator Call	"Add 1 ""Resonator"" monster from your Deck to your hand."																
23015896	Fire King High Avatar Garunix	"During the next Standby Phase after this card was destroyed by a card effect and sent to the Graveyard: Special Summon this card from the Graveyard. When you do: Destroy all other monsters on the field. When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 ""Fire King"" monster from your Deck, except ""Fire King High Avatar Garunix""."	Special Summon	Destroy														
23032273	Megirus Light	The fatal beams from the eyes of this monster result in grim destruction.																
23051413	Naturia Stag Beetle	"Once per turn, during the Battle Step or Damage Step of this card's attack, when your opponent activates a card or effect, you can select 1 ""Naturia"" monster in your Graveyard. Special Summon that monster from the Graveyard."	Special Summon															
23064604	Erebus the Netherworld Monarch	"You can Tribute Summon this card by Tributing 1 Tribute Summoned monster. If this card is Tribute Summoned: You can send 2 ""Monarch"" Spell/Trap Cards with different names from your hand or Deck to the Graveyard, and if you do, shuffle 1 card from your opponent's hand (at random), field, or Graveyard into the Deck. Once per turn, during either player's Main Phase, if this card is in your Graveyard: You can discard 1 ""Monarch"" Spell/Trap Card, then target 1 monster in your Graveyard with 2400 or more ATK and 1000 DEF; add it to your hand."	Tribute Summon by Tributing 1 Tribute Summoned monster?	"Send 2 ""Monarch"" Spell/Trap Cards to Graveyard"	Recover 1 monster in your Graveyard with 2400 or more ATK and 1000 DEF	Shuffle 1 card from opponent's hand into deck	Shuffle 1 card from opponent's field into deck	Shuffle 1 card from opponent's graveyard into deck										
23087070	Rose Witch	If you Tribute Summon a Plant-Type monster, you can treat this 1 monster as 2 Tributes.																
23093604	X-Saber Pashuul	This card cannot be destroyed by battle. During each of your opponent's Standby Phases: You take 1000 damage. You must control this card in face-up Defense Position to activate and to resolve this effect.	You take 1000 damage															
23115241	X-Saber Anu Piranha	A female X-Saber Warrior, known for her graceful attacks and calm decision making in battle. Her ambition is merciless, and strikes fear in the hearts of her enemies.																
23116808	Goka, the Pyre of Malice	"If you control a FIRE monster, you can Special Summon this card (from your hand). When you do: Target 1 FIRE monster you control; destroy that target. During each of your Standby Phases: Special Summon 1 ""Fireball Token"" (Pyro-Type/FIRE/Level 1/ATK 100/DEF 100) in Defense Position. You can Tribute 1 other FIRE monster; this card gains 500 ATK, until the End Phase."	Special Summon	Gain 500 ATK	Create Token													
23116809	Fireball Token	"Special Summon with the effect of ""Goka, the Pyre of Malice""."																
23118924	Element Doom	This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field: ● EARTH: Negate the effect of an Effect Monster that this card destroyed by battle. ● WIND: If this card destroyed your opponent's monster by battle, it can attack once again in a row.	Attack again															
23122036	Intrigue Shield	Target 1 face-up monster you control; equip this card to that target. Once per turn, while the equipped monster is in face-up Attack Position, it cannot be destroyed by battle. You take no battle damage from attacks involving it.																
23166823	Ritual Beast Tamer Zefrawendi	"Pendulum Scale = 7
[ Pendulum Effect ]
You cannot Pendulum Summon monsters, except ""Ritual Beast"" or ""Zefra"" monsters. This effect cannot be negated.
----------------------------------------
[ Monster Effect ]
When this card is Normal or Pendulum Summoned: You can add 1 face-up ""Zefra"" monster from your Extra Deck to your hand, except ""Ritual Beast Tamer Zefrawendi"". You can only Special Summon ""Ritual Beast Tamer Zefrawendi(s)"" once per turn."	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
23168060	Key Man the Key Warrior	Once per turn, during your Main Phase: You can make this card Level 3 until the End Phase.	Change level															
23171610	Limiter Removal	Double the ATK of all face-up Machine-Type monsters you control, until the end of this turn. During the End Phase, destroy all monsters that were affected by this effect.																
23187256	Number 93: Utopia Kaiser	"2 or more ""Number"" Xyz Monsters with the same Rank that have Xyz Materials
Once per turn: You can Special Summon any number of Rank 9 or lower ""Number"" monsters with 3000 or less ATK from your Extra Deck that have different Ranks from each other, up to the number of Xyz Materials with different names attached to this card, but their effects are negated, then detach 1 Xyz Material from this card. For the rest of this turn after this effect resolves, any battle damage your opponent takes is halved, also you cannot Special Summon other monsters. Cannot be destroyed by battle or card effects, while you control another ""Number"" Xyz Monster."	"Special Summon ""Number""s"	"Do you want to Special Summon another ""Number""?"														
23204029	Contrast HERO Chaos	"2 ""Masked HERO"" monsters
(This card is always treated as an ""Elemental HERO"" card.)
Must be Fusion Summoned and cannot be Special Summoned by other ways. While face-up on the field, this card is also LIGHT-Attribute. Once per turn, during either player's turn: You can target 1 face-up card on the field; negate that target's effects until the end of this turn."	Negate Effect	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
23205979	Spirit Reaper	Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. When this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.	Discard hand															
23212990	Six Strike - Thunder Blast	"Remove 1 Bushido Counter from your side of the field to activate one of the following effects:
● Select 1 monster your opponent controls, and destroy it.
● Select 1 card your opponent controls, and return it to the hand."	Select 1 monster your opponent controls, and destroy it.	Select 1 card your opponent controls, and return it to the hand.														
23232295	Battlin' Boxer Lead Yoke	"2 Level 4 ""Battlin' Boxer"" monsters
If a ""Battlin' Boxer"" monster(s) you control would be destroyed by battle or by a card effect, you can detach 1 Xyz Material from this card instead of destroying 1 of those monsters. When an Xyz Material(s) is detached from this card: This card gains 800 ATK."	Increase ATK	"Detach 1 Xyz-material from ""Battlin' Boxer Lead Yoke"" to avoid destruction?"														
23234094	Evolsaur Elias	"When this card is Special Summoned by the effect of an ""Evoltile"" monster: You can Special Summon 1 Level 6 or lower FIRE Dinosaur-Type monster from your hand."	Special Summon															
23265313	Cost Down	Discard 1 card. Reduce the Level of all Monster Cards in your hand by 2 until the End Phase of this turn.																
23265594	Heavy Mech Support Platform	Once per turn, during your Main Phase, you can equip this card to a Machine-Type monster you control as an Equip Card, OR unequip it and Special Summon it in face-up Attack Position. While equipped to a monster by this effect, that monster gains 500 ATK and DEF. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed, this card is destroyed instead.)																
23269426	Final Gesture	Target 1 face-up Level 3 monster you control; Special Summon 1 monster with the same name as that monster from your hand or Graveyard. Its effects are negated. During the End Phase of this turn, destroy the face-up monster that was targeted by this card.																
23274061	Wattsquirrel	This card can attack twice during each Battle Phase. If this card battles, negate the effects of the monster it battled after damage calculation (including in the Graveyard).	Negate effect															
23282832	Over Limit	Pay 500 Life Points. Special Summon from both player's Graveyards as many Normal Monsters as possible with 1000 or less ATK that were destroyed by battle this turn.																
23289281	Karate Man	You can double the original ATK of this card once per turn. If you used this effect, destroy this card during the End Phase.	Destroy	Destroy														
23296404	Igknight Lancer	"While this card is in your hand: You can target 3 ""Igknight"" cards you control; destroy them, and if you do, Special Summon this card. Once per turn: You can target 1 other ""Igknight"" monster you control; return it to the hand, and if you do, place 1 Spell/Trap Card your opponent controls on the bottom of the Deck."																
23297235	Flamvell Firedog	"When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can Special Summon 1 FIRE monster with 200 or less DEF from your Deck, except ""Flamvell Firedog""."	Special Summon															
23299957	Vehicroid Connection Zone	"Send to the Graveyard, from your side of the field or your hand, Fusion Material Monsters that are listed on a ""Vehicroid"" Fusion Monster Card, and Special Summon that Fusion Monster from your Fusion Deck. (This Special Summon is treated as a Fusion Summon.) The Fusion Monster Special Summoned by this card cannot be destroyed by the effects of Spells, Traps, and Effect Monsters, and its effects cannot be negated."																
23303072	Montage Dragon	This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 3 other monsters from your hand to the Graveyard. This card's ATK is equal to the combined Levels of the sent monsters x 300.																
23309606	Infernal Incinerator	This card can only be Normal Summoned or Set by discarding all cards in your hand to the Graveyard except this card, and by Tributing 1 monster with 2000 or more ATK you control. This card gains 200 ATK for each monster your opponent controls. This card loses 500 ATK for each other monster you control.	Can't Normal Summon															
23323812	Telepathic Power	Activate only when a face-up Psychic-Type monster you control is attacked and destroyed by battle with an opponent's monster. Destroy the monster that attacked, and gain Life Points equal to its ATK.																
23327298	Parallel Selection	Activate only when a Synchro Monster you control is destroyed by your opponent (either by battle or by card effect) and sent to the Graveyard. Select 1 of your removed from play Spell Cards and add it to your hand.																
23379054	Ghost Charon, the Underworld Boatman	"If your opponent controls a monster, and you control no other monsters: You can target 1 Fusion Monster in your Graveyard; banish both this card from the field and that target, and if you do, Special Summon 1 Dragon-Type Synchro Monster from your Extra Deck whose Level equals the total Levels those 2 monsters had (original Level, if face-down). You can only use this effect of ""Ghost Charon, the Underworld Boatman"" once per turn. You cannot Special Summon monsters the turn you activate this effect, except Dragon-Type monsters."																
23401839	Senju of the Thousand Hands	When this card is Normal Summoned or Flip Summoned, you can add 1 Ritual Monster Card from your Deck to your hand.	Select 1 Ritual Monster Card from your Deck															
23408872	Tradetoad	"Once per turn, you can Tribute 1 Aqua-Type monster to select 1 ""Frog"" monster in your Graveyard, except ""Frog the Jam"". Special Summon that monster from your Graveyard."	Special Summon															
23421244	Reborn Zombie	While you have no cards in your hand and this card is in Attack Position, it cannot be destroyed by battle. (Damage calculation is applied normally.)																
23424603	Wasteland	Increases the ATK and DEF of all Dinosaur, Zombie, and Rock-Type monsters by 200 points.																
23434538	"Maxx ""C"""	"During either player's turn: You can send this card from your hand to the Graveyard; this turn, each time your opponent Special Summons a monster(s), immediately draw 1 card. You can only use 1 ""Maxx ""C"""" per turn."	Draw 1 card for eatch Special Summoned card on opponent's Field															
23440062	Wicked Rebirth	Pay 800 Life Points, select 1 Synchro Monster from your Graveyard, and Special Summon it in face-up Attack Position. Its effect is negated, and this turn it cannot declare an attack. When this card is removed from the field, destroy that monster. When that monster is destroyed, destroy this card.																
23440231	Infernoid Devyaty	"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand or Graveyard) by banishing 3 ""Infernoid"" monsters from your hand or Graveyard while the total Levels and Ranks of all Effect Monsters you control are 8 or lower, and cannot be Special Summoned by other ways. When this card is Special Summoned: You can destroy all Spell/Trap Cards on the field, except ""Void"" cards. Once per turn, during either player's turn, when another monster effect is activated: You can Tribute 1 monster; negate the activation, and if you do, banish that card."	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
23454876	CXyz Dark Fairy Cheer Girl	"3 Level 5 monsters
When this card is sent from the field to the Graveyard: Draw 1 card. If this card has ""Fairy Cheer Girl"" as an Xyz Material, it gains this effect.
● When this card destroys an opponent's monster by battle and remains on the field: You can detach 1 Xyz Material from this card; inflict 400 damage to your opponent for each card in your hand."	Draw	Inflict damage														
23471572	Solomon's Lawbook	Skip your next Standby Phase.																
23516703	Summon Limit	Neither player can Summon more than two times per turn.																
23535429	Stronghold Guardian	If a Defense Position monster you control is attacked, during the Damage Step, you can send this card from your hand to the Graveyard to have that monster gain 1500 DEF until the End Phase.	Gain 1500 DEF															
23536866	Gazer Shark	"You can banish this card from your Graveyard, then target 2 Level 5 WATER monsters in your Graveyard, except ""Gazer Shark""; Special Summon both those monsters, but their effects are negated. Immediately after this effect resolves, Xyz Summon 1 WATER Xyz Monster using only those 2 monsters. You can only use this effect of ""Gazer Shark"" once per turn."																
23557835	Dimension Fusion	Pay 2000 Life Points. Both players Special Summon as many of their removed from play monsters as possible.																
23558733	Phoenixian Cluster Amaryllis	"This card cannot be Special Summoned except with its own effect or with ""Phoenixian Seed"". If this card attacks, it is destroyed after damage calculation. If this card you control is destroyed and sent to the Graveyard, inflict 800 damage to your opponent. During your End Phase, you can remove from play 1 Plant-Type monster from your Graveyard to Special Summon this card from your Graveyard in Defense Position."	Inflict damage	Special Summon														
23562407	Noble Arms - Caliburn	"You can only control 1 face-up ""Noble Arms - Caliburn"". Equip only to a Warrior-Type monster. It gains 500 ATK. Once per turn: You can gain 500 Life Points. If this face-up card on the field is destroyed and sent to the Graveyard: You can target 1 Warrior-Type ""Noble Knight"" monster you control; equip this card to that target. You can only use this effect of ""Noble Arms - Caliburn"" once per turn."																
23571046	Quillbolt Hedgehog	If you control a face-up Tuner monster, you can Special Summon this card from your Graveyard. If this card was Summoned this way, banish it when it leaves the field.	Special Summon															
23581825	Rank-Up-Magic Soul Shave Force	"Pay half your LP, then target 1 ""Raidraptor"" Xyz Monster in your Graveyard; Special Summon it, then Special Summon from your Extra Deck, 1 monster that is 2 Ranks higher than that monster, by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon.)"																
23587624	A Wild Monster Appears!	If your opponent controls a monster and you control no monsters: Special Summon from your hand, 1 monster with an original Level of 10 or lower that cannot be Normal Summoned/Set, ignoring its Summoning conditions. It is unaffected by the effects of your cards, except for its own effects and this card's, also shuffle it into the Deck during your opponent's next End Phase. For the rest of this turn, you cannot Normal Summon/Set or Special Summon monsters, and your opponent takes no damage.	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
23603403	Raidraptor - Satellite Cannon Falcon	"2 Level 8 Winged Beast-Type monsters
If this card is Xyz Summoned using a ""Raidraptor"" monster as Xyz Material: You can destroy all Spell/Trap Cards your opponent controls. Your opponent cannot activate cards or effects in response to this effect. During either player's turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls; it loses 800 ATK for each ""Raidraptor"" monster in your Graveyard."	Destroy Spell/Traps	Reduce ATK														
23615409	Insect Barrier	Insect-Type monsters your opponent controls cannot declare an attack.																
23626223	Statue of Anguish Pattern	Special Summon this card as an Effect Monster (Rock-Type/EARTH/Level 7/ATK 0/DEF 2500). (This card is also still treated as a Trap Card.) While this card is an Effect Monster and you control another Trap Card that is a monster, this card cannot be targeted by your opponent's card effects. While this card is an Effect Monster, if a card(s) is Special Summoned from your Spell & Trap Zone as a monster (except during the Damage Step): You can target 1 card on the field; destroy it.	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
23635815	Jerry Beans Man	Jerry, a bean soldier, believes he is the strongest warrior in the world, but his true abilities are still untested.																
23639291	Raging Cloudian	"Activate only when a ""Cloudian"" monster(s) you control is destroyed by its own effect and sent to the Graveyard. Special Summon 1 of those monsters from your Graveyard in Attack Position and place 1 Fog Counter on it. It cannot be changed to Defense Position by a card effect."																
23649496	Number 18: Heraldry Patriarch	"2 Level 4 monsters
During either player's turn, if there are 2 or more monsters on the field with the same name: You can detach 1 Xyz Material from this card; choose 1 of those monsters that have the same name and destroy all other monsters on the field with the same name. While this card is face-up on the field, your opponent cannot Summon another monster with the same name as that target. If this card is sent to the Graveyard: You can send 2 ""Heraldic Beast"" monsters from your Deck to the Graveyard."	Destroy		Target 1 monster with the same name	Send to Graveyard												
23659124	Sea King Dragon	Protected by a tough shell, this master of sea attacks its enemies with toxic bubbles.																
23681456	Madolchepalooza	"Special Summon any number of ""Madolche"" monsters from your hand, but shuffle them into the Deck during the End Phase."																
23689697	Mobius the Mega Monarch	"You can Tribute Summon this card by Tributing 1 Tribute Summoned monster. When this card is Tribute Summoned: You can target up to 3 Spell/Trap Cards on the field; destroy those targets. If this card was Tribute Summoned by Tributing a WATER monster, add this additional effect.
● Your opponent cannot activate the targeted card(s) in response to this effect’s activation."	Tribute Summon this card by Tributing 1 Tribute Summoned monster?	Destroy														
23693634	Colossal Fighter	"1 Tuner + 1 or more non-Tuner monsters
This card gains 100 ATK for every Warrior-Type monster in any Graveyard. When this card is destroyed by battle and sent to the Graveyard, you can select 1 Warrior-Type monster from either player's Graveyard, and Special Summon it."	Special Summon															
23701465	Primal Seed	"If ""Black Luster Soldier - Envoy of the Beginning"" or ""Chaos Emperor Dragon - Envoy of the End"" is on the field: Target 2 of your banished cards; add those targets to your hand."																
23740893	Yosenju Kodam	"You can Tribute this card, then target 1 ""Yosen Training Grounds"" you control; place 3 Yosen Counters on that target. You can only use this effect of ""Yosenju Kodam"" once per turn. You can banish this card from your Graveyard; this turn, you can Normal Summon 1 ""Yosenju"" monster during your Main Phase, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.)"	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
23756165	Allure Queen LV5	"Once per turn, during your Main Phase, if this card was Special Summoned by the effect of ""Allure Queen LV3"", you can select 1 Level 5 or lower monster on your opponent's side of the field and equip it to this card. (Only 1 card at a time can be equipped due to this effect.) If this card would be destroyed by battle, the equipped monster is destroyed instead. During your Standby Phase, by sending this card to the Graveyard while it's equipped due to its effect, Special Summon 1 ""Allure Queen LV7"" from your hand or Deck."	Equip	Special Summon														
23770284	Strong Wind Dragon	This card cannot be destroyed in battle with a monster that has the same ATK. When this card is Tribute Summoned by Tributing a Dragon-Type monster, it gains ATK equal to half the ATK of the Tributed monster. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.																
23771716	7 Colored Fish	A rare rainbow fish that has never been caught by mortal man.																
23776077	Hazy Flame Basiltrice	"2 or more (max. 5) Level 6 FIRE monsters
Once per turn: You can detach 1 Xyz Material from this card to target 1 monster your opponent controls or is in their Graveyard; banish that target. This card gains effects based on the number of Xyz Materials attached to it.
● 3 or more: This card gains 200 ATK and DEF for each Xyz Material attached to it.
● 4 or more: This card cannot be targeted by your opponent's card effects.
● 5: This card cannot be destroyed by card effects."	Banish															
23782705	Machina Sniper	"""Machina"" monsters cannot be attacked, except ""Machina Sniper""."																
23842445	Nitro Unit	Equip only to a monster on your opponent's side of the field. When the equipped monster is destroyed by battle and sent to the Graveyard, inflict damage to your opponent equal to the ATK of the equipped monster.	Inflict damage															
23846921	Arcana Force XXI - The World	When this card is Summoned, toss a coin. ● Heads: During your End Phase, you can send 2 monsters you control to the Graveyard to skip your opponent's next turn. ● Tails: During your opponent's Draw Phase, add the top card of their Graveyard to their hand.	Coin toss	Skip opponent's turn	Recover													
23851033	Odd-Eyes Gravity Dragon	"You can Ritual Summon this card with ""Odd-Eyes Advent"". When this card is Special Summoned: You can return all Spell and Trap Cards your opponent controls to the hand. Your opponent cannot activate cards or effects in response to this effect's activation. You can only use this effect of ""Odd-Eyes Gravity Dragon"" once per turn. Your opponent must pay 500 LP to activate cards or effects."																
23857661	Bujingi Fox	"During either player's turn: You can banish this card from your Graveyard and send 1 ""Bujin"" monster from your hand to the Graveyard; you take no damage this turn."	Take no damage															
23869735	Fossil Excavation	Discard 1 card from your hand. Select 1 Dinosaur-Type monster in your Graveyard and Special Summon it. An Effect Monster Special Summoned this way has its effect negated. When this card is removed from the field, destroy that monster. When the monster is destroyed, destroy this card.																
23874409	"Karakuri Shogun mdl 00 ""Burei"""	"1 Tuner + 1 or more non-Tuner Machine-Type monsters
When this card is Synchro Summoned, you can Special Summon 1 ""Karakuri"" monster from your Deck. Once per turn, you can select 1 monster on the field, and change its battle position."	Special Summon	Change battle position														
23893227	Cyber Dragon Core	"When this card is Normal Summoned: Add 1 ""Cyber"" or ""Cybernetic"" Spell/Trap Card from your Deck to your hand. If your opponent controls a monster and you control no monsters: You can banish this card from your Graveyard; Special Summon 1 ""Cyber Dragon"" monster from your Deck. You can only use 1 ""Cyber Dragon Core"" effect per turn, and only once that turn. This card's name becomes ""Cyber Dragon"" while it is on the field or in the Graveyard."	Search	Special Summon														
23899727	Mermail Abysslinde	"If this card on the field is destroyed and sent to the Graveyard: You can Special Summon 1 ""Mermail"" monster from your Deck, except ""Mermail Abysslinde"". You can only use the effect of ""Mermail Abysslinde"" once per turn."																
23915499	Crashbug Y	"When this card is Normal Summoned: You can Special Summon 1 ""Crashbug X"" from your Deck. You must control a face-up ""Crashbug Z"" to activate and to resolve this effect."	Special Summon															
23927545	Jurrac Protops	This card gains 100 ATK for each monster your opponent controls.																
23927567	An Owl of Luck	"FLIP: Select 1 Field Spell Card from your Deck and place it on top of your Deck. If ""Necrovalley"" is on the field, you can add the selected Field Spell Card to your hand, instead."	Add to hand?	Select Field Spell card														
23950192	Cryomancer of the Ice Barrier	"While you control another ""Ice Barrier"" monster, Level 4 or higher monsters cannot declare an attack."																
23965037	Doriado's Blessing	"This card is used to Ritual Summon ""Elemental Mistress Doriado"". You must also Tribute monsters whose total Levels equal 3 or more from the field or your hand."																
23979249	Bujin Arasuda	"If a ""Bujin"" monster in your Graveyard or face-up on your side of the field is banished (except during the Damage Step): You can Special Summon this card from your hand in face-up Defense Position. Once per turn, during the End Phase, if a ""Bujin"" card was added from your Deck to your hand this turn, except by drawing it, while you controlled this face-up card: You can draw 1 card, then discard 1 card. You can only control 1 ""Bujin Arasuda""."	Special Summon	Draw														
